	Day	Date	Time	Place	Title	Rating	tmdb_id	original_language	release_date	budget	revenue	runtime	genre	director	cast
2983					CINEMA SWAP Stemple Pass			nan	nan					nan	
2984					Stemple Pass		170884.0	en	2012-10-01	0.0	0.0	121.0	['Documentary']	James Benning	
2985					The Deep			en	1977-06-17	0.0	0.0	123.0	['Mystery', 'Thriller', 'Adventure']	nan	
2986					Gypsy		17912.0	en	1993-12-12	0.0	0.0	153.0	['TV Movie', 'Comedy', 'Drama', 'Music']	Emile Ardolino	
2987					Rock in Reykjavik			nan	nan					nan	
2988					Mamma Gógó		67774.0	en	2010-01-01	0.0	0.0	90.0	['Comedy', 'Drama', 'Foreign']	Friðrik Þór Friðriksson	
2989					Harry Potter and Philos...		671.0	en	2001-11-16	125000000.0	976475550.0	152.0	['Adventure', 'Fantasy', 'Family']	Chris Columbus	
2990					The Addams Family			en	1991-11-22	30000000.0	191502426.0			nan	
2991					Bellas Mariposas		128508.0	nan	nan	0.0		100.0	['Drama']	Salvatore Mereu	
2992					Lemony Snicket's A Seri...		11774.0	en	nan	140000000.0		108.0	['Adventure', 'Comedy', 'Family']	Brad Silberling	
2993					Quartet		121826.0	en	2012-09-08	11000000.0	59520298.0	98.0	['Drama', 'Comedy', 'Romance']	Dustin Hoffman	
2994					Cold Fever		68445.0	de	1995-02-10	0.0	0.0	85.0	['Drama', 'Comedy']	Friðrik Þór Friðriksson	
2995					Devil’s Island		331645.0	ar	1990-01-02	0.0	0.0	0.0	[]	Nader Galal	
2996					Angels of the Universe		20152.0	is	2000-01-01	0.0	0.0	100.0	['Drama']	Friðrik Þór Friðriksson	
2997					102 Dalmatians		10481.0	en	2000-10-07	85000000.0	183611771.0	100.0	['Comedy', 'Family']	Kevin Lima	
2998					White Night Wedding		33569.0	en	2008-01-18	0.0	0.0	96.0	['Drama', 'Foreign']	Baltasar Kormákur	
2999					Jar City		16170.0	is	2006-10-20	0.0	0.0	93.0	['Drama', 'Thriller', 'Crime']	Baltasar Kormákur	
3000					101 Reykjavík			nan	nan					nan	
3001					Telescope		402475.0	en	2016-02-20	0.0	0.0	60.0	['Documentary']	Nathaniel Kahn	
3002					No		110398.0	es	2012-08-07	0.0	2341226.0	118.0	['Drama', 'History']	Pablo Larraín	
3003					Rocket Ship		356731.0	en	1936-01-01	0.0	0.0	76.0	['Action', 'Adventure', 'Science Fiction']	Ray Taylor	
3004					E.T. the Extra-Terrestrial		601.0	en	1982-04-03	10500000.0	792910554.0	115.0	['Science Fiction', 'Adventure', 'Family', 'Fantasy']	Steven Spielberg	
3005					London: The Modern Babylon		128129.0	en	2012-08-03	0.0	0.0	129.0	[]	Julien Temple	
3006					Love is All You Need		126250.0	da	2012-09-04	5500000.0	10016934.0	116.0	['Comedy', 'Romance']	Susanne Bier	
3007					Carlton New Wave Part 1			nan	nan					nan	
3008					Oh Boy		334446.0	en	1927-02-01	0.0	0.0	0.0	[]	Harry McCoy	
3009					Paul Smith, Gentleman...		363116.0	nan	2015-10-08	0.0		55.0	['Documentary']	Stéphane Carrel	
3010					In Vogue: The Editor's Eye 		148777.0	en	2012-12-06	0.0	0.0	90.0	['Documentary']	Randy Barbato	
3011					Twiggy: The Face of '66			nan	nan					nan	
3012					Willy Wonka...		252.0	en	1971-06-29	3000000.0		100.0	['Family', 'Fantasy']	Mel Stuart	
3013					BSG: Breaking the Rules			nan	nan					nan	
3014					ill Manors		109843.0	en	2012-06-06	170000.0	0.0	121.0	['Crime', 'Drama']	Ben Drew	
3015					Diana Vreeland		82639.0	nan	2012-09-21	0.0	0.0	86.0	['Documentary']	Lisa Immordino Vreeland	
3016					Carlton New Wave Part 2			nan	nan					nan	
3017					Dial M for Murder 		521.0	en	1954-05-29	1400000.0	3000000.0	104.0	['Crime', 'Mystery', 'Thriller']	Alfred Hitchcock	
3018					La Maison de la Radio		168360.0	en	2013-02-08	0.0	0.0	103.0	['Documentary']	Nicolas Philibert	
3019					The Ring		565.0	en	2002-10-18	48000000.0	249348933.0	115.0	['Horror', 'Mystery']	nan	
3020					I Wish (Kiseki)			nan	nan					nan	
3021					Show Me the Magic		212879.0	en		0.0	0.0	74.0	[]	Cathy Henkel	
3022					The BFG		267935.0	en	2016-06-01	140000000.0	183345589.0	120.0	['Adventure', 'Family', 'Fantasy']	Steven Spielberg	
3023					Danny, Champion of the...		53524.0	nan	1989-04-29	0.0	0.0	99.0	['Drama']	Gavin Millar	
3024					Matilda		10830.0	en	1996-08-02	36000000.0	33459416.0	98.0	['Comedy', 'Family', 'Fantasy']	Danny DeVito	
3025					A Matter of Life and Death PG			nan	nan					nan	
3026					Charlie and the Choc...		118.0	en	2005-07-13	150000000.0	474968763.0	115.0	['Adventure', 'Comedy', 'Family', 'Fantasy']	Tim Burton	
3027					Casablanca		289.0	en	1942-11-26	878000.0	10462500.0	102.0	['Drama', 'Romance']	Michael Curtiz	
3028					Haute Cuisine		139651.0	fr	2012-09-17	0.0		95.0	['Comedy']	Christian Vincent	
3029					You Will Be My Son		68713.0	fr	2011-08-23	0.0	0.0	102.0	['Drama']	Gilles Legrand	
3030					In the Fog		103742.0	ru	2012-11-22	0.0	0.0	130.0	['Drama', 'War', 'History']	Sergey Loznitsa	
3031					Second Hand Wedding		18714.0	en	2008-05-07	0.0		98.0	['Drama', 'Comedy']	Paul Murphy	
3032					Song for Marion		127370.0	en	nan	0.0	1697294.0	93.0	['Music', 'Comedy', 'Romance', 'Drama']	Paul Andrew Williams	
3033					Gone with the Wind		770.0	en	1939-12-15	4000000.0	400176459.0	238.0	['Drama', 'Romance', 'War']	Victor Fleming	
3034					McCullin		151044.0	en	2012-04-26	0.0	0.0	89.0	['Documentary']	David Morris	
3035					Mea Maxima Culpa		124074.0	en	2012-11-16	0.0	0.0	106.0	['Documentary']	Alex Gibney	
3036					Journal de France		126326.0	fr	nan	0.0	0.0	100.0	['Foreign', 'Documentary']	claudine nougaret	
3037					Rome is Burning WOM			nan	nan					nan	
3038					Rome is Burning & Shorts			nan	nan					nan	
3039					Shadow Dancer		84336.0	en	2012-02-12	6300000.0	419953.0	101.0	['Thriller']	James Marsh	
3040					The Cool World		85521.0	en	nan	0.0	0.0	105.0	['Drama', 'Crime']	Shirley Clarke	
3041					Portrait of Jason		83232.0	en	1967-09-29	0.0	0.0	105.0	['Documentary']	Shirley Clarke	
3042					On the Bowery		88051.0	en	nan	0.0	0.0	65.0	['Documentary']	Lionel Rogosin	
3043					Shell		135990.0	en	2012-11-26	0.0		90.0	['Drama']	Scott Graham	
3044					Chelsea Girls		1686.0	en	1966-09-15	3000.0	0.0	210.0	[]	Paul Morrissey	
3045					Ornette: Made in America		103016.0	en	1985-09-13	0.0	0.0	85.0	['Documentary']	Shirley Clarke	
3046					The NeverEnding Story		34584.0	en	1984-04-05	27000000.0	20158808.0	102.0	['Drama', 'Family', 'Fantasy', 'Adventure']	Wolfgang Petersen	
3047					Robert Frost		393890.0	en		0.0	0.0	0.0	['Documentary']	Jules Victor Schwerin	
3048					Billy Liar		26535.0	en	1963-06-05	0.0		93.0	['Romance', 'Comedy', 'Drama']	John Schlesinger	
3049					The Snow on the Pines			fa	2013-04-09	0.0				nan	
3050					Rhino Season		110391.0	fa	nan	0.0	0.0	104.0	['Drama']	Bahman Ghobadi	
3051					The Wedlock		230652.0	en	2011-10-18	0.0	0.0	10.0	['Adventure', 'Action', 'Fantasy']	James Ward Byrkit	
3052					The Hunt (Jagten)			nan	nan					nan	
3053					Anastasia		9444.0	en	1997-11-20		139804348.0	94.0	['Animation', 'Family']	Gary Goldman	
3054					The Gardener (Baghban)			nan	nan					nan	
3055					Downpour (Ragbar)			nan	nan					nan	
3056					Meeting Leila		182832.0	en	nan	0.0	0.0	88.0	[]	Adel Yaraghi	
3057					Nessa + Moving Up			nan	nan					nan	
3058					Parviz		255575.0	en	2012-09-23	0.0	0.0	0.0	[]	Majid Barzegar	
3059					Pieta		123377.0	ko	2012-09-05	103000.0	3623330.0	104.0	['Drama']	Kim Ki-duk	
3060					Lessons of Darkness			de	1992-02-21		0.0	54.0		nan	
3061					Underscoring: Richard Wagner's			nan	nan					nan	
3062					You’re Gonna Miss Me		34631.0	en	2007-06-10	0.0	0.0	91.0	['Documentary', 'Music']	Keven McAlester	
3063					Cure for Pain		128571.0	en	2011-04-29	0.0	0.0	85.0	['Documentary', 'Music']	David Ferino	
3064					Born to Lose			da	2015-12-02	0.0	0.0			nan	
3065					A Skin Too Few		74237.0	nan	2002-04-19	0.0	0.0	48.0	['Documentary', 'Music']	Jeroen Berkvens	
3066					Steve Kilbey La Jetee...			nan	nan					nan	
3067					Wagner and Me		137086.0	en	2010-01-01	0.0	0.0	89.0	['Music', 'Documentary']	Patrick McGrady	
3068					Cinemix: Breton			nan	nan					nan	
3069					Cinemix: Naysayer & Gilsun 			nan	nan					nan	
3070					Lore		121835.0	de	nan	0.0	0.0	108.0	['Drama', 'War', 'Thriller']	Cate Shortland	
3071					Cloudy with... 2 		109451.0	en	2013-09-26	78000000.0	248384621.0	95.0	['Animation', 'Family', 'Comedy']	Kris Pearn	
3072					Cloudy with a... 		22794.0	en	2009-09-17	100000000.0	242988466.0	90.0	['Animation', 'Comedy', 'Family']	Christopher Miller	
3073					Adalita Picnic at Hanging.. PG			nan	nan					nan	
3074					Cloudy with a... ()		22794.0	en	2009-09-17	100000000.0	242988466.0	90.0	['Animation', 'Comedy', 'Family']	Christopher Miller	
3075					A Lady in Paris		136670.0	fr	2012-12-26	2700000.0	0.0	94.0	['Drama']	Ilmar Raag	
3076					Fallout		210745.0	en	2013-07-26	0.0	0.0	86.0	['Documentary', 'History']	Lawrence Johnston	
3077					Nativity 2: Danger in Manger			en	2012-11-21		0.0	105.0	['Comedy', 'Family']	nan	
3078					Battle of the Sexes-Members			nan	nan					nan	
3079					Battle of the Sexes - WOM			nan	nan					nan	
3080					Chimpanzee			en	nan		0.0	78.0		nan	
3081					Computer Chess		158743.0	en	2013-07-17	0.0	0.0	91.0	['Comedy']	Andrew Bujalski	
3082					Muscle Shoals		159151.0	en	2013-09-27	0.0		111.0	['Documentary', 'History', 'Music']	Greg 'Freddy' Camalier	
3083					Kon-Tiki		70667.0	en	2012-08-24	16600000.0	0.0	118.0	['Adventure', 'History']	Espen Sandberg	
3084					Battle of the Sexes		369192.0	nan	2017-09-22	0.0	0.0	121.0	['History', 'Comedy']	Valerie Faris	
3085					Battle of the Sexes 		369192.0	en	2017-09-22	0.0	0.0	121.0	['History', 'Comedy']	Valerie Faris	
3086					Days of Heaven		16642.0	en	1978-09-13	0.0	0.0	94.0	['Drama', 'Romance']	Terrence Malick	
3087					The Wizard of Oz 		630.0	en	1939-08-15	2777000.0	33754967.0	102.0	['Adventure', 'Family', 'Fantasy']	Victor Fleming	
3088					Ping Pong		25675.0	en	2002-07-20	0.0	0.0	114.0	['Comedy', 'Drama']	nan	
3089					A Life Exposed: Robyn 18			nan	nan					nan	
3090					A Touch of Sin		187022.0	zh	2013-10-04	0.0	154120.0	133.0	['Drama']	Jia Zhangke	
3091					Cats & Dogs: Revenge of 		10992.0	en	2001-07-04	60000000.0	93375151.0	87.0	['Comedy', 'Family']	Lawrence Guterman	
3092					The Legend of Leigh Bowery 			en	2002-04-13	0.0		83.0		nan	
3093					The Darkside		226431.0	en	2013-11-27	0.0	0.0	94.0	['Documentary']	Warwick Thornton	
3094					Cats & Dogs: Revenge of 2D		10992.0	en	2001-07-04	60000000.0	93375151.0	87.0	['Comedy', 'Family']	Lawrence Guterman	
3095					Becoming Traviata		146592.0	fr	2012-10-24	0.0	0.0	120.0	['Documentary']	Philippe Béziat	
3096					A Life Exposed: Robyn 			nan	nan					nan	
3097					Dressed...Winter:Members			nan	nan					nan	
3098					Cremaster 1 + 2			nan	nan					nan	
3099					Cremaster 4 + 5			nan	nan					nan	
3100					To Kill a King		18359.0	en	2003-01-01			102.0	['Drama', 'Action', 'Adventure']	Mike Barker	
3101					That Darn Cat		20735.0	en	nan	0.0	0.0	89.0	['Comedy', 'Family']	nan	
3102					Levitated Mass		230836.0	en	2013-06-20	0.0	0.0	88.0	['History', 'Documentary']	Doug Pray	
3103					Dressed up for Winter			nan	nan					nan	
3104					Looking for Kate		269610.0	es		0.0	0.0		[]	nan	
3105					Antonio's Colours			nan	nan					nan	
3106					Dressed up Summer 2014			nan	nan					nan	
3107					Cloudburst		117098.0	nan	2011-09-23	0.0	0.0	93.0	['Adventure', 'Drama', 'Comedy', 'Thriller', 'Foreign']	Thom Fitzgerald	
3108					Mr. Peabody & Sherman		82703.0	en	2014-02-07	145000000.0	272912430.0	92.0	['Animation', 'Adventure', 'Family']	Rob Minkoff	
3109					Tiny:Story About Living Small			nan	nan					nan	
3110					Farewell My Queen		99579.0	fr	2012-03-21	0.0	0.0	100.0	['Drama', 'History']	nan	
3111					Faith Connections		211086.0	hi	2013-11-21	550000.0	0.0	115.0	['Documentary', 'Drama']	Pan Nalin	
3112					From Nothing, Something		84342.0	en	2012-06-15	0.0		106.0	['Documentary']	Andy Baybutt	
3113					Antz		8916.0	en	1998-10-02	60000000.0	171757863.0	83.0	['Adventure', 'Animation', 'Comedy', 'Family']	nan	
3114					Barry McKenzie Holds His Own		24085.0	en	nan	0.0	0.0	93.0	['Comedy']	Bruce Beresford	
3115					The Lusty Men		43370.0	en	1952-10-24	0.0	0.0	113.0	['Action', 'Drama', 'Western']	Robert Parrish	
3116					The Prince of Egypt		9837.0	en	1998-12-15	70000000.0	218613188.0	99.0	['Adventure', 'Animation', 'Drama', 'Family', 'Music']	nan	
3117					The Road to Eldorado		10501.0	en	2000-03-31	95000000.0	76432727.0	89.0	['Adventure', 'Animation', 'Comedy', 'Family']	Bibo Bergeron	
3118					Cheerful Weather for Wedding		110272.0	nan	2012-12-07		0.0	93.0	['Drama', 'Comedy', 'Romance']	Donald Rice	
3119					Shrek		808.0	en	2001-05-16		484409218.0	90.0	['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']	Vicky Jenson	
3120					Spirit		120149.0	ml	2012-06-14	598500.0	0.0	145.0	['Drama']	Ranjith	
3121					Sinbad		72870.0	en	1993-01-01	0.0	0.0	50.0	['Animation', 'Adventure', 'Family']	nan	
3122					2 Autumns, 3 Winters		196398.0	en	2013-10-11	0.0	0.0	90.0	['Drama', 'Comedy']	Sébastien Betbeder	
3123					Shrek 2		809.0	en	2004-05-19	150000000.0	919838758.0	93.0	['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']	Conrad Vernon	
3124					Still Mine		128215.0	en	2012-09-10			102.0	['Drama']	Michael McGowan	
3125					Between Wars		279503.0	en	1974-11-15	0.0	0.0	0.0	[]	Michael Thornhill	
3126					Next Goal Wins		256836.0	nan	2014-04-25	0.0	0.0	97.0	['Documentary']	Steve Jamison	
3127					Yojimbo		11878.0	ja	1961-04-25	0.0	0.0	110.0	['Drama', 'Thriller']	Akira Kurosawa	
3128					The Seven Samurai			nan	nan					nan	
3129					The Wages of Fear		370185.0	en	2019-12-31	0.0	0.0	0.0	[]	Ben Wheatley	
3130					Twilight Samurai		12496.0	ja	2002-11-02	5000000.0	7338987.0	129.0	['Action', 'Drama', 'Romance']	Yôji Yamada	
3131					The Hidden Fortress		130405.0	nan	2001-06-22	0.0	463780.0	95.0	['Adventure', 'Comedy']	nan	
3132					13 Assassins		58857.0	ja	2010-09-09	6000000.0	17555141.0	141.0	['Adventure', 'Drama', 'Action']	nan	
3133					Goyokin		49355.0	ja	1969-05-01	0.0	0.0	124.0	['Drama', 'Action', 'Foreign']	Hideo Gosha	
3134					Blancanieves		127864.0	nan	2012-09-21	0.0	279735.0	104.0	['Drama', 'Fantasy']	Pablo Berger	
3135					Africa On Screen			nan	nan					nan	
3136					Lone Wolf + Lady Snowblood			nan	nan					nan	
3137					La Paz		200926.0	en	nan	0.0	0.0	73.0	['Drama']	Santiago Loza	
3138					Wallace & Gromit		61445.0	en	1997-08-24	0.0		178.0	['History', 'Drama']	John Frankenheimer	
3139					New African Shorts			nan	nan					nan	
3140					Ghost Dog		4816.0	en	nan	0.0	0.0	116.0	['Crime', 'Drama']	Jim Jarmusch	
3141					Harakiri		14537.0	ja	1962-09-15	0.0	0.0	135.0	['Action', 'Drama', 'History']	Masaki Kobayashi	
3142					Rashomon		548.0	ja	1950-12-26	250000.0	96568.0	88.0	['Crime', 'Drama', 'Mystery']	Akira Kurosawa	
3143					Shane		3110.0	en	1953-04-23	3100000.0	20000000.0	118.0	['Drama', 'Western']	George Stevens	
3144					The Pleasures of Being..		232469.0	en	2013-04-03	0.0		87.0	['Documentary']	David L. Lewis	
3145					Charles Lloyd: Arrows...		308918.0	nan	nan	0.0		0.0	['Documentary', 'Music']	Dorothy Darr, Jeffery Morse	
3146					Bayou Maharajah		177298.0	en	2013-03-14	0.0	0.0	90.0	['Documentary']	Lily Keber	
3147					Palo Alto		192132.0	en	2014-05-09	0.0	0.0	100.0	['Drama']	Gia Coppola	
3148					The Man with Golden Arm		541.0	en	nan	0.0		119.0	['Crime', 'Drama', 'Romance']	Otto Preminger	
3149					Good Ol' Freda		173301.0	en	2013-09-06	0.0	135039.0	86.0	['Documentary', 'History']	Ryan White	
3150					Lygon Street		206146.0	en	2013-08-03	160000.0	0.0	90.0	[]	nan	
3151					Altman Evening + M.A.S.H.			nan	nan					nan	
3152					Luther Price: Is it the Truth			nan	nan					nan	
3153					Cleo from 5 to 7		499.0	fr	nan		0.0	90.0	['Comedy', 'Drama']	Agnès Varda	
3154					One Sings Other Doesn't		63318.0	fr	1977-03-09	0.0	0.0	120.0	['Drama']	nan	
3155					Mr Morgan’s Last Love		201749.0	nan	2013-08-22		0.0	116.0	['Drama', 'Comedy']	Sandra Nettelbeck	
3156					Over the Hedge		7518.0	en	2006-04-22		343397247.0	83.0	['Comedy', 'Animation', 'Family']	Tim Johnson	
3157					Le Bonheur		53023.0	fr	1965-02-10	0.0	0.0	79.0	['Drama', 'Romance']	Agnès Varda	
3158					Agnes Varda Here & There		222434.0	fr	2011-12-19	0.0	0.0	226.0	[]	Agnès Varda	
3159					La Pointe Courte		54436.0	fr	1955-05-13	0.0	0.0	80.0	['Romance', 'Drama']	Agnès Varda	
3160					Jacquot De Nantes		41789.0	en	1991-05-15	0.0	0.0	118.0	['Drama']	Agnès Varda	
3161					Les Creatures		179826.0	en	2013-04-16	27000000.0	0.0	100.0	['Mystery', 'Thriller']	Stephen Sommers	
3162					Shrek the Third			en	2007-05-17	160000000.0				nan	
3163					One Hundred & One Nights		12230.0	en	1961-01-25	4000000.0	215880014.0	79.0	['Adventure', 'Animation', 'Comedy', 'Family']	Wolfgang Reitherman	
3164					Bee Movie		5559.0	en	2007-10-28			91.0	['Family', 'Animation', 'Adventure', 'Comedy']	Simon J. Smith	
3165					Lions Love and Lies		63320.0	en	nan	0.0	0.0	110.0	[]	Agnès Varda	
3166					Don Quixote		207937.0	en	2000-04-08	0.0	0.0	141.0	['Adventure', 'Comedy', 'Romance', 'Drama']	Peter Yates	
3167					Watermark		215032.0	en	2013-10-11	0.0	0.0	92.0	['Documentary']	Edward Burtynsky	
3168					Mur Murs		230048.0	fr	1981-09-13	0.0	0.0	80.0	['Documentary']	Agnès Varda	
3169					Rhymes for Young Ghouls		212748.0	en	2013-09-09	0.0	0.0	86.0	['Drama']	Jeff Barnaby	
3170					Documenteur		157160.0	nan	nan	0.0	0.0	65.0	['Drama']	Agnès Varda	
3171					Jane B Par Agnes V.			fr	1988-03-02	0.0	0.0			nan	
3172					Kung Fu Panda		9502.0	en	2008-06-04	130000000.0	631744560.0	90.0	['Adventure', 'Animation', 'Family', 'Comedy']	John Stevenson	
3173					Daguerreotypes		49650.0	fr	1976-01-20	0.0	0.0	80.0	['Documentary']	Agnès Varda	
3174					Madagascar: Escape 2 Africa		10527.0	nan	2008-10-30	150000000.0	603900354.0	89.0	['Family', 'Animation']	Tom McGrath	
3175					Vagabond		326327.0	en	2015-01-20	0.0	0.0	6.0	[]	Johann Rashid	
3176					Monsters vs. Aliens		15512.0	en	2009-03-19	175000000.0		94.0	['Animation', 'Family', 'Adventure', 'Science Fiction']	Conrad Vernon	
3177					Gleaners Two Years After			nan	nan					nan	
3178					Monsters vs. Aliens 		15512.0	en	2009-03-19	175000000.0	381509870.0	94.0	['Animation', 'Family', 'Adventure', 'Science Fiction']	Conrad Vernon	
3179					Le Week-end		209350.0	en	2013-10-04	0.0	2225098.0	93.0	['Comedy', 'Drama']	Roger Michell	
3180					Philomena		205220.0	en	2013-11-01	12000000.0	100129872.0	98.0	['Drama']	nan	
3181					Wadjda		129112.0	ar	2012-08-31	0.0	1347747.0	98.0	['Drama']	Haifaa Al-Mansour	
3182					Fell		172903.0	en	2010-08-28		0.0		[]	Marcus Koch	
3183					The Croods		49519.0	en	2013-03-20	135000000.0	585178928.0	98.0	['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']	Chris Sanders	
3184					Joe		157847.0	en	2014-04-11	4000000.0	2365467.0	118.0	['Drama']	David Gordon Green	
3185					On My Way		157690.0	fr	2013-05-16	0.0	0.0	100.0	['Drama', 'Comedy']	Emmanuelle Bercot	
3186					The Director: An Evolution 		174318.0	en	2013-04-21	0.0	0.0	95.0	['Documentary']	Christina Voros	
3187					Premiere: Ellery in Paris 			nan	nan					nan	
3188					PRT: The Croods			nan	nan					nan	
3189					Men of the Cloth 		280952.0	en	2014-07-11	0.0		0.0	[]	Vicki Vasilopoulos	
3190					Dressed Up for Winter 20 			nan	nan					nan	
3191					Shrek Forever After 		10192.0	en	2010-05-16	165000000.0	752600867.0	93.0	['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']	Mike Mitchell	
3192					Shrek Forever After		10192.0	nan	nan	165000000.0	752600867.0	93.0	['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']	Mike Mitchell	
3193					Saving Mr. Banks		140823.0	en	nan	35000000.0	112544580.0	125.0	['Comedy', 'Drama', 'History']	John Lee Hancock	
3194					Tom at the Farm		184352.0	fr	nan	0.0	0.0	105.0	['Drama', 'Thriller']	nan	
3195					Megamind 		38055.0	en	2010-10-28	130000000.0	321887208.0	95.0	['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']	Tom McGrath	
3196					The Godfather		238.0	nan	1972-03-14	6000000.0	245066411.0	175.0	['Drama', 'Crime']	Francis Ford Coppola	
3197					The Godfather Part II		240.0	en	1974-12-20	13000000.0	47542841.0	200.0	['Drama', 'Crime']	Francis Ford Coppola	
3198					The Godfather Part III		242.0	en	1990-12-24	54000000.0	136766062.0	162.0	['Crime', 'Drama', 'Thriller']	Francis Ford Coppola	
3199					Kung Fu Panda 2 		49444.0	en	2011-05-25	150000000.0	665692281.0	91.0	['Animation', 'Family']	Jennifer Yuh Nelson	
3200					Puss in Boots 		417859.0	en	2011-10-28	130000000.0		90.0	['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']	Chris Miller	
3201					Madagascar 3: Europe's Most 		80321.0	en	2012-06-06	145000000.0	746921274.0	93.0	['Animation', 'Family']	Tom McGrath	
3202					Fill the Void		122088.0	he	2012-07-01	0.0	1775316.0	90.0	['Drama']	Rama Burshtein	
3203					Rise of the Guardians 		81188.0	en	2012-11-21	145000000.0	306941670.0	97.0	['Fantasy', 'Animation', 'Family']	Peter Ramsey	
3204					How to Train Your Dragon 		10191.0	en	2010-03-05	165000000.0	494878759.0	98.0	['Fantasy', 'Adventure', 'Animation', 'Family']	Chris Sanders	
3205					Turbo 			en	2013-07-11	135000000.0	282570682.0	96.0		nan	
3206					Mr Peabody & Sherman		82703.0	nan	2014-02-07	145000000.0	272912430.0	92.0	['Animation', 'Adventure', 'Family']	Rob Minkoff	
3207					Careful, He Might Hear You		42104.0	en	1983-01-01	0.0	0.0	110.0	['Drama', 'Family']	Carl Schultz	
3208					Sunshine on Leith		214100.0	en	2013-10-03	0.0	0.0	100.0	['Music', 'Romance', 'Comedy', 'Drama']	Dexter Fletcher	
3209					Before You Know It		173188.0	en	nan	0.0	0.0	110.0	['Documentary']	PJ Raval	
3210					Eroica		190123.0	nan	1949-07-31	0.0	0.0	95.0	['Drama']	Walter Kolm-Veltée	
3211					The Moo Man		159029.0	en	2013-01-21	0.0	0.0	98.0	[]	Andy Heathcote	
3212					Gabrielle		215031.0	nan	nan		0.0	104.0	['Drama', 'Romance']	Louise Archambault	
3213					Ashes and Diamonds		5055.0	pl	1958-10-03	0.0	0.0	103.0	['War', 'Drama']	Andrzej Wajda	
3214					Nebraska		129670.0	en	2013-09-21	12000000.0	17654912.0	115.0	['Drama', 'Adventure']	Alexander Payne	
3215					Night Train		14549.0	en	2009-04-15	0.0		87.0	['Thriller', 'Action', 'Crime']	Brian King	
3216					The Spirit of '45		164580.0	en	2013-03-15	0.0	0.0	94.0	['Documentary']	Ken Loach	
3217					Modern Times		3082.0	en	1936-02-05	1.0	8500000.0	87.0	['Drama', 'Comedy']	Charlie Chaplin	
3218					The Great Dictator		914.0	en	1940-10-15	2000000.0	11000000.0	125.0	['Comedy']	Charlie Chaplin	
3219					Innocent Sorcerers		80324.0	pl	1960-12-17	0.0	0.0	87.0	['Romance', 'Drama', 'Music']	Andrzej Wajda	
3220					Mother Joan of the Angels			pl	1961-02-09	0.0		110.0		nan	
3221					The Trip to Italy		242088.0	en	2014-04-24	0.0	0.0	108.0	['Comedy', 'Drama']	Michael Winterbottom	
3222					The Illumination		447688.0	en	2017-04-06	0.0		20.0	['Documentary']	Tom Scott	
3223					Warm Nights on a Slow Moving..		123625.0	en	1988-03-10	0.0	0.0	91.0	['Drama']	Bob Ellis	
3224					The Hourglass Sanatorium			pl	1973-12-11	0.0	0.0	124.0	['Fantasy', 'Drama']	nan	
3225					The Promised Land		358891.0	en	2015-09-14	0.0	0.0	102.0	['Drama']	He Ping	
3226					Camoflage			nan	nan					nan	
3227					Blind Chance		127.0	pl	nan		0.0	123.0	['Drama']	nan	
3228					Man of Iron		357503.0	en	1935-12-21	0.0	0.0	61.0	['Drama']	William C. McGann	
3229					A Short Film About Killing		10754.0	pl	1989-01-26	0.0	0.0	84.0	['Crime', 'Drama']	Krzysztof Kieślowski	
3230					How to Train Dragon 2 		82702.0	en	2014-06-12	145000000.0	609123048.0	102.0	['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']	Dean DeBlois	
3231					RRR Screening of Biophilia			nan	nan					nan	
3232					In Search of Chopin		261283.0	en	2014-05-15	0.0	0.0	110.0	['Documentary']	Phil Grabsky	
3233					Healthy Collaboration			nan	nan					nan	
3234					WOM: Cathedrals of Culture			nan	nan					nan	
3235					Björk: Biophilia Live			nan	nan					nan	
3236					Cathedrals of Culture		255289.0	en	2014-05-29	0.0	0.0	165.0	['Documentary']	Michael Madsen	
3237					By Request > E.T.			nan	nan					nan	
3238					David Bowie is			en	2014-09-23	0.0	0.0	0.0	['Documentary']	Katy Mullan	
3239					Gardening with Soul		201136.0	en	nan	0.0	0.0	95.0	['Documentary']	Jess Feast	
3240					Stop Making Sense		24128.0	en	1984-11-16	1200000.0		88.0	['Documentary', 'Music']	Jonathan Demme	
3241					Tangerine Dream plays Sorcerer			nan	nan					nan	
3242					The Church plays The Blood...			nan	nan					nan	
3243					Blinky Bill		156162.0	en	1992-09-24	0.0	0.0	93.0	['Family', 'Animation']	Yoram Gross	
3244					Just A Sigh		173912.0	en	nan	0.0	0.0	104.0	['Drama', 'Romance']	Jérôme Bonnell	
3245					Tess		11121.0	en	1979-10-06	0.0	0.0	171.0	['Drama', 'Romance']	Roman Polanski	
3246					One from the Heart		41291.0	en	1982-02-12	0.0	0.0	107.0	['Drama', 'Music', 'Romance']	Francis Ford Coppola	
